,Control_0,Control_1,Control_2,Control_3,Control_4,Control_5,Control_6,Control_7,Control_8,Control_9,Control_10,Control_11,Control_12,Control_13,Control_14,Control_15,Control_16,Control_17,Control_18,Control_19,Control_20,Control_21,Control_22,Control_23,Control_24,Control_25,Control_26,Control_27,Control_28,Control_29,Control_30,Control_31,Control_32,Control_33,Control_34,Control_35,Control_36,Control_37,Control_38,Control_39,Control_40,Control_41,Control_42,Control_43,Control_44,Control_45,Control_46,Control_47,Control_48,Control_49,AD_0,AD_1,AD_2,AD_3,AD_4,AD_5,AD_6,AD_7,AD_8,AD_9,AD_10,AD_11,AD_12,AD_13,AD_14,AD_15,AD_16,AD_17,AD_18,AD_19,AD_20,AD_21,AD_22,AD_23,AD_24,AD_25,AD_26,AD_27,AD_28,AD_29,AD_30,AD_31,AD_32,AD_33,AD_34,AD_35,AD_36,AD_37,AD_38,AD_39,AD_40,AD_41,AD_42,AD_43,AD_44,AD_45,AD_46,AD_47,AD_48,AD_49
FES,204.1977394,205.1388972,203.1540025,204.3480289,204.4016617,204.8186758,204.0136767,205.6448565,203.0080997,203.9348774,202.7648733,202.9687506,203.4649028,204.1617455,203.9792083,203.0614887,201.8502837,203.02436,204.402358,204.9840248,202.9403385,203.0581968,203.8982839,202.4086458,204.1976821,202.3328139,203.2850478,204.8406616,203.7282841,204.2335766,204.4588581,204.5710718,203.8342526,205.8149687,204.699402,204.1230277,204.1961441,203.2520748,205.0139671,203.6397978,204.0118633,203.7243102,204.4253274,204.0150761,203.0250025,203.7789733,203.3177948,203.6492839,203.5714319,204.1641435,203.8729801,203.1399754,203.5937805,203.3063114,204.7234889,204.2486609,204.0573483,203.0506858,203.7843434,204.6265853,203.612768,204.3746819,203.9777619,203.0854971,203.5802176,204.1729831,203.1139518,205.1800342,203.7742178,202.0547624,203.9832326,203.7503163,204.2861043,203.4908699,204.1245618,203.1332151,204.2122274,203.5620601,204.753475,204.4057185,202.4102951,204.7919722,203.2288717,203.9359452,203.5527792,203.8266313,203.2477554,203.4895897,204.0080702,206.0577789,203.2737503,204.5412262,203.5246496,204.0739474,202.9409119,204.1229875,203.9445769,201.9570891,203.6457362,204.4632291
FETUB,12.09936846,12.58767575,12.42760612,12.26773574,12.41259378,12.17861893,12.58875782,12.51247004,12.19963644,12.2372864,12.25873537,12.79027261,12.35785598,12.45937712,12.74426515,12.31238402,12.60094202,12.19603042,12.46216918,12.38945985,12.31419724,12.69383253,12.51206441,12.45855593,12.45412404,12.40401702,12.41384611,12.61774328,12.15965004,12.62616428,12.69165956,12.66941496,12.3792731,12.31920079,12.60207627,12.37554033,12.34718652,12.40323274,12.46812974,12.14337079,12.41599028,12.54099992,12.26779036,12.19441252,12.4298782,12.00603394,12.52246414,12.37164941,12.60022881,12.253897,12.4936409,12.23071123,12.12432459,12.40003228,12.41366682,12.36248554,12.26896618,12.53727616,12.7891035,12.50288739,12.08505293,12.32604306,12.51746349,12.52147654,12.10614858,12.27029069,12.27378129,12.16492108,12.26686396,12.33029252,12.65732334,12.32574813,12.30180432,12.0858029,12.17483539,12.40569864,12.30207277,12.48844907,12.32278347,12.4105323,12.77333988,12.062293,12.52488471,12.44220477,12.46034594,12.11607141,12.47381951,12.41262328,12.27391455,12.39691783,12.39839325,12.13516781,12.25859322,12.27502693,12.1574981,12.42757193,12.45134665,12.25434106,12.30292124,12.87970813
FEV,22.7369689,23.10554714,23.17692479,22.77998749,23.19391999,22.71923954,23.00622603,22.99133898,22.84163328,22.74602896,22.81236625,23.12425635,22.88743523,22.93968267,23.21800277,22.95416462,23.17955693,22.8218662,22.76513559,22.93361492,22.82032821,22.95618107,22.86079173,23.09753224,22.99417219,23.06445177,23.07402463,23.02015029,22.82580943,23.04488901,23.17472488,22.98975703,22.95273483,22.99413069,22.85669549,22.97409891,23.07866466,23.02024781,23.07951529,22.48901812,23.009162,22.8976983,22.85896318,22.63582441,22.63554872,22.49328538,23.25568411,23.12964807,23.05196242,22.72902731,23.24755236,22.96738504,22.57328475,22.92182917,23.19424104,22.85085103,22.59858932,23.25054778,23.32042001,22.88127676,22.97733588,23.09897227,22.9238697,22.97369916,22.51349627,22.81042446,22.87045443,22.73749147,23.14441371,22.95420744,23.04315285,22.96665588,22.85039736,22.75337464,22.84122136,22.56936192,22.73651871,22.84708821,22.95281292,22.88529287,23.01933319,22.71431333,23.11287133,22.99129637,22.88185306,22.71457936,22.94292735,22.94815147,22.5671431,22.99862745,23.15190047,22.88413975,22.85729317,22.89731585,22.61615168,22.90104981,23.11927301,22.66434623,22.68833796,23.38038969
FEZ1,4676.790759,4654.77022,4690.133353,4695.897132,4672.904011,4675.68143,4672.107321,4665.168871,4703.559541,4675.102355,4661.658682,4689.62389,4648.063083,4672.136701,4680.179315,4666.440778,4682.0219,4678.184593,4665.407282,4672.116918,4703.503002,4672.813785,4670.026461,4702.198068,4688.866821,4701.455731,4662.019287,4668.302397,4693.122623,4674.978221,4684.524797,4664.472976,4665.051235,4694.249863,4656.857529,4654.083143,4683.661071,4672.623236,4642.788522,4678.97746,4694.124598,4664.753423,4694.117561,4663.371219,4666.454363,4686.732594,4668.475861,4668.812652,4682.924951,4665.576429,4684.720571,4656.029823,4700.758374,4662.418996,4666.925841,4655.91834,4676.307855,4697.76602,4688.780792,4673.146215,4671.275225,4670.718645,4665.451499,4678.71608,4691.115602,4659.501007,4694.211355,4677.693358,4663.161313,4695.891392,4697.051031,4681.593274,4679.980357,4686.830076,4707.683245,4655.164031,4700.623412,4672.132267,4666.19183,4656.289721,4681.504313,4648.705701,4716.190413,4687.992555,4666.337045,4687.418358,4665.930984,4666.215038,4664.314411,4671.423898,4691.152695,4669.722015,4679.551678,4679.900887,4689.965554,4700.545747,4678.94545,4663.911514,4693.746605,4675.827348
FEZ2,4539.496766,4525.253812,4521.100419,4529.464816,4524.626239,4555.72915,4522.481276,4535.186111,4513.652945,4529.565555,4536.617192,4506.842017,4532.661055,4526.167044,4522.134492,4517.761342,4533.308014,4536.89997,4539.59302,4523.686362,4532.93773,4520.983777,4534.504673,4514.500367,4517.367179,4522.849694,4520.417914,4537.959324,4526.869115,4532.526793,4516.208188,4524.744101,4526.648717,4525.190332,4530.97881,4529.814305,4526.58074,4521.400642,4536.436334,4547.332141,4525.855619,4522.670909,4529.318387,4546.138594,4548.413458,4532.673285,4524.900857,4521.824209,4530.947373,4543.007436,4509.7216,4527.050568,4526.535758,4545.895444,4537.091559,4546.426747,4534.626146,4497.412752,4504.436441,4530.852128,4538.115855,4531.16836,4529.355906,4522.778063,4535.702813,4527.811476,4516.034358,4534.520476,4522.677482,4517.443827,4516.019202,4539.123053,4541.261718,4541.615483,4532.836821,4548.841788,4530.436075,4534.484639,4528.864608,4534.108104,4518.136117,4562.936139,4516.404497,4540.225736,4543.431031,4526.771198,4548.23851,4541.669215,4547.625205,4531.491662,4518.243627,4542.127708,4532.410532,4540.217617,4530.134367,4517.791043,4512.338552,4534.715016,4532.504559,4509.690928
FEZF1,58.57103845,58.21907974,58.12163398,58.50455799,58.54692803,58.67832147,57.84369709,58.18663219,58.04073806,57.91971862,58.08501206,57.81682428,57.61172563,58.1593286,57.96084524,57.73438735,58.33907429,57.85772763,57.56739439,58.01664567,58.2344868,57.45474661,57.63474294,58.19354689,57.90250286,58.09855991,57.87275849,57.73485443,58.17149856,58.08974948,58.02146981,57.37872312,58.09639594,58.43746584,57.37057157,57.55172296,58.3880335,57.71701456,57.858242,58.22543626,57.60030464,57.60057188,57.83344598,57.89752258,57.87823414,58.02810466,58.05633883,58.38199456,57.82831695,57.85507931,58.20042731,57.75112957,57.78924831,58.1000274,58.28550411,58.15565393,57.59260137,57.83495489,57.93095516,57.60416272,58.2810504,58.1843299,57.9310951,57.68110979,57.72132353,57.55121111,58.05215614,57.90835226,57.95136372,58.00017059,58.279296,58.26416786,58.1628828,58.15261532,58.62823732,57.40736523,57.93722037,58.242495,57.94139781,57.69561733,57.57737765,58.25609076,58.57418191,58.07789193,58.12605787,57.87960403,57.94973592,58.44044341,57.54634598,58.12419118,58.37268638,58.52997225,58.08049142,58.16448574,57.8913947,57.60257437,58.19016529,57.64690597,58.21281686,57.8115037
FEZF2,688.566154,706.9165172,677.0073807,695.0890504,691.484788,686.0838507,686.3105465,701.9048564,675.8140749,675.804679,676.1086058,692.8763321,679.3892028,692.5716777,698.5121767,673.3888829,675.1540428,673.6480683,679.6243611,686.1878052,684.601678,670.1687585,684.4470511,683.7094949,676.1900991,676.7408425,681.2556935,693.9274299,685.0424447,682.4668999,692.901828,685.475638,679.8115004,690.859564,690.8227645,679.4378284,686.493515,677.193632,672.6928184,683.885917,684.4868,673.0383203,673.5793144,670.6962981,683.4648847,676.7914446,679.7538516,680.691328,672.317349,672.933333,680.994747,666.2281726,676.1742336,680.7976376,700.3422445,670.5293038,668.379765,686.7600192,689.6179449,669.9283962,657.5182856,683.5938837,689.5173126,674.8245759,672.4356257,677.5141715,683.49722,678.2593953,667.598733,686.9070851,696.5743888,673.5978231,691.2311949,667.7894783,664.9147733,669.0183387,666.1970425,684.9255188,677.5189767,687.422786,676.9414375,660.7197285,697.0828252,685.2383143,685.2635962,660.8135522,683.3124552,688.2204752,676.8647567,684.7729319,686.8799891,689.1057512,664.2255637,673.7899845,658.3067333,672.7683557,683.7944246,664.0703918,669.2804176,705.8598971
FFAR1,25.70738616,25.73453421,25.7466971,25.80039304,25.66467846,25.71518653,25.62256765,25.75693407,25.43409975,25.36943165,25.48636197,25.7543682,25.46500268,25.83868812,25.82182922,25.64976897,25.70804121,25.42005922,25.67539815,25.64269025,25.55381345,25.49141193,25.61659823,25.768091,25.52631983,25.48456317,25.41161713,25.47139706,25.22918745,25.90276091,25.82081004,25.63689734,25.70299105,25.8390019,25.60855884,25.38122757,25.91468657,25.54929585,25.81948595,25.34040406,25.46612492,25.50607997,25.41820313,25.62206095,25.46401454,25.55180216,25.83655295,25.8444814,25.79690767,25.33755861,25.81739006,25.40570726,25.36994972,25.62245527,25.41042553,25.7070349,25.58221278,25.53820386,25.77384738,25.55538305,25.6136316,25.72483118,25.52322639,25.38148196,25.17443511,25.32743381,25.6528891,25.68931454,25.55757133,25.01929251,25.72203762,25.68915341,25.53896532,25.19773139,26.04737615,25.17902487,25.82036682,25.66564524,25.57124934,25.48414462,25.69607598,25.34335059,25.86920777,25.74733673,25.4984286,25.61912743,25.66474188,25.50828959,25.56415311,25.79449756,25.52041964,25.47490233,25.72336747,25.86383861,25.60510894,25.41379837,25.83266715,25.4240962,25.96795793,25.93489466
FFAR2,28.15936632,28.80940988,27.88690169,28.12639549,28.50136073,28.55147282,28.52527446,28.65076278,27.68705122,28.24223148,28.33829962,28.41153877,28.26067308,28.37147503,28.40674012,27.87741754,28.54113785,27.82393437,28.32514958,28.35549698,27.96927896,28.62639421,28.30029958,27.82887724,28.24670559,27.89525899,28.29543836,28.59407352,27.9598646,28.62461478,28.45352519,28.42587086,28.38382142,28.1331975,28.46088971,28.19933801,28.01722144,27.97597896,28.59624677,28.43127653,27.67399407,28.57704394,27.8946991,28.23697206,28.6489979,27.74346454,28.16168,28.27465408,28.30547449,28.4104255,28.12549884,28.04382635,27.66478685,28.45892921,28.40645588,28.73130458,28.07892284,27.78277879,28.41196804,28.46387772,27.96632387,28.07630605,28.63187017,28.34566089,27.90317693,28.11869585,27.73804151,27.87812456,27.98703688,28.02145057,28.60315379,28.22453683,28.18618346,28.07107969,27.90865057,28.70780457,27.91309027,28.77004762,28.2729114,28.36630449,28.4887739,28.70550266,28.04462529,28.07137293,28.70899137,27.75031951,28.35748831,28.78734882,28.12175999,28.41396953,28.15766097,28.31746141,28.09334678,28.00039095,27.89094223,27.94516113,28.19282484,28.12841851,28.1377526,28.38371294
FFAR3,26.17237444,26.26656134,25.91014991,26.20903685,26.14711348,26.41790403,26.09103622,26.37672584,25.94790928,26.21429469,25.99345167,26.00954954,25.86273341,26.19096114,26.08251611,25.78833772,25.91468339,25.92074953,26.17482337,26.28460345,26.00648635,26.09407989,26.074165,25.87472678,26.2013708,25.93579531,25.92459409,26.28016988,26.11232028,26.18831488,26.13293629,26.18903801,26.0326589,26.36498787,26.24306836,25.87443948,26.09964822,25.88668392,26.11669254,26.15607649,25.95295053,26.15589662,26.15194339,26.05338182,26.17010294,26.14073825,25.92963079,26.04514987,26.1007638,26.17217855,26.05155112,25.8731638,26.04421883,26.09410452,26.17516804,26.26391828,26.15842216,25.78608084,26.07809245,26.29764575,25.96302541,26.0705454,26.12360343,26.03439685,26.13996417,26.09512209,25.91438957,26.24078954,25.92702857,25.87172559,26.29427999,26.18917573,26.19115898,26.1146794,26.16861329,26.14857024,26.19105067,26.20160648,26.22321565,26.07540158,25.90357691,26.36331765,26.12030574,26.09412126,26.18541011,25.98529738,25.99290739,26.17676783,26.14520697,26.2866534,26.04195602,26.21350292,26.07737303,26.09492231,26.01440166,26.14438774,26.06924223,25.86049318,26.17471254,25.98213791
FFAR4,44.17860688,43.85212133,43.90194493,44.24523769,44.32846493,43.82571455,43.7627672,43.69007847,44.04121829,43.31589794,43.56956801,43.50690805,43.7726867,43.50138581,43.63466071,43.84744953,43.77755313,43.64684273,43.12308171,43.51073047,44.10464798,42.93109681,43.38142214,43.89532751,43.49995562,43.6519387,43.81108763,43.25766379,44.00737245,43.64978233,43.94437707,42.87973728,43.96650265,44.12781817,42.69981082,44.08978736,43.93152375,43.64701791,43.67856379,44.20689869,43.78499779,43.07098159,43.70889981,43.86687468,43.14489014,43.53371359,43.60495801,43.84770824,43.24468086,43.60424161,43.81973072,43.5814451,43.82497088,43.37398751,43.99547811,43.38917373,43.17587199,44.24296251,43.63639139,42.96150516,44.09842749,43.86778626,43.77208716,43.36121462,43.46840903,43.21862494,44.02444615,43.49058705,43.79320648,44.04784925,43.65595713,43.42619729,43.73876884,43.88598076,44.27426657,42.87063048,43.52950332,43.70806551,43.41471857,43.64644597,43.44892664,43.49402531,44.00834006,43.69830916,43.52434967,43.98753049,43.57925078,43.89691874,42.98882076,44.2109942,44.03071833,44.16771185,43.56731371,43.70831149,43.55397646,43.44132023,43.82934717,43.22114047,43.6176956,43.99790739
FGA,30.55716237,30.3651672,30.29593349,30.43655234,30.12821169,30.61269392,30.34966557,30.53199365,30.32835948,30.60902141,30.5347675,30.21163444,30.58952834,30.56287396,30.30325233,30.53625845,30.09664715,30.59686184,30.83415108,30.55884147,30.32216451,30.44401982,30.63954142,30.23572255,30.3771343,30.23384037,30.31142135,30.51148306,30.33170439,30.42181912,30.22767247,30.69321219,30.43019363,30.43434203,30.85766302,30.46622301,30.45448551,30.47368207,30.61804915,30.49573032,30.47421802,30.54634143,30.5156596,30.74747489,30.66396279,30.85181692,30.39472741,30.37115926,30.50335058,30.60241752,30.24955871,30.54992819,30.62106616,30.57529463,30.26065423,30.6392529,30.87227914,30.04271415,30.11568368,30.66597118,30.47302304,30.48511952,30.38205931,30.36089222,30.68269967,30.72918953,30.42713929,30.86256807,30.44134195,30.0325217,30.18256311,30.52752929,30.54624243,30.42139041,30.46485693,30.74874069,30.68965761,30.37929833,30.61118018,30.60464218,30.29940101,30.71177365,30.12708964,30.51080905,30.43427583,30.62986803,30.55631739,30.26784432,31.01727084,30.4809047,30.10952933,30.42451409,30.59476047,30.6643556,30.67717766,30.45628152,30.34747855,30.69962035,30.66557,30.1907292
FGB,8.396874297,8.156428445,8.129213762,8.406828585,8.327762506,8.351087206,8.116537541,8.119350044,8.165753072,8.000454656,8.111947701,8.029537623,8.016105245,8.149880415,7.993812065,8.133103063,8.195910517,7.96560743,7.937502445,8.097047535,8.195050703,7.87981055,7.941267713,8.151382525,8.049805007,7.978254927,8.021763721,7.784904617,8.052591652,8.235341867,8.184737987,7.759816603,8.288383557,8.33849045,7.70428493,8.022549276,8.260636856,7.97751071,8.205612989,8.322961082,7.834234366,7.959660437,8.007925221,8.268327134,7.96881475,8.155529089,8.061159966,8.292741491,8.019381257,8.057625698,8.19790725,7.996540983,8.081533338,8.021796658,7.947980783,8.226023322,8.033363253,8.062575796,8.051733884,7.921660673,8.330691303,8.127209448,8.106723895,7.910087123,7.94255961,7.829532404,8.196700515,8.087027753,8.087395681,7.90999216,8.172705873,8.107045145,8.039646637,8.098109924,8.645023645,7.803676701,8.238151388,8.275235251,8.033976515,7.971969004,8.045717735,8.18249718,8.248006676,8.046602621,8.063931612,8.308425691,8.006852291,8.218698289,7.879664685,8.346220407,8.140379787,8.244673122,8.232143061,8.223393551,8.243812597,7.918357109,8.247565743,7.992747056,8.418674243,8.048261125
FGD1,329.5776479,329.2507417,329.8388545,330.2048256,330.0564493,329.6041499,329.0241279,329.7852664,328.8552059,327.4674748,327.5024448,328.4196241,328.4003812,328.6983923,329.7341597,328.6806256,328.7631391,328.5815463,328.5425767,328.7750269,329.6516018,327.0351503,328.7234004,329.2968544,328.6529118,328.627637,328.2098352,328.8904672,328.7454791,329.7400941,330.2038434,328.1003632,329.1026421,331.0759713,327.5289832,329.4718245,330.1749307,328.6620064,329.6810547,328.828352,330.1148429,327.2006994,329.5235099,329.2428283,327.1667132,328.0771458,329.2760363,329.0484421,329.0577265,328.3865537,329.4759573,327.8336906,328.7944392,328.2733434,329.8322234,328.4290982,328.0516974,329.7225296,329.2640331,328.1019185,329.7521009,329.9026174,328.6276082,327.7512837,327.7501623,327.4532382,329.1817182,329.4105406,329.0012211,327.7700231,328.9039327,328.9097972,329.3725986,328.6638837,331.1859476,326.2685591,329.677956,328.3973501,328.5910212,328.7736361,328.2572666,328.3025534,330.0384611,330.177069,328.2117356,329.535666,329.1822578,328.5643845,327.8663936,331.2226706,329.1348996,329.526635,328.8042465,329.9767608,328.2074771,328.8829243,329.2111131,326.5959598,329.2474353,330.7472928
FGD2,20.93986615,20.94251743,20.78888437,20.81309964,20.75099168,20.94419364,20.46546587,20.97169682,20.57976563,20.77735851,20.78307071,20.62977664,20.56170685,21.03763011,20.86640297,20.64023069,20.57346959,20.78901624,20.73717921,20.86567049,20.60723591,20.36949932,20.68358641,20.84355282,20.59089844,20.78951627,20.6399136,20.82264042,20.73287503,20.57912872,20.56179012,20.81157976,20.57570627,20.85816167,21.00527594,20.35006574,21.0471843,20.70674516,20.56941592,20.33997838,20.70270495,20.52706989,20.57606776,20.43785178,20.71038084,20.94098386,20.96407022,20.94506917,20.6604693,20.48199708,20.83747709,20.69625315,20.53898652,20.92875413,21.03504791,20.66713374,20.60662609,20.52050469,20.64946151,20.58696996,20.58198976,20.9787878,20.53093164,20.49467175,20.56030163,20.83558455,20.75282539,20.96048367,20.75655544,20.54082564,20.72441876,20.93751788,20.94666143,20.51672313,20.53401466,20.38276739,20.5533552,20.54937882,20.86556286,20.68415736,20.26007977,20.61190191,20.97759143,20.87000552,20.69627162,20.36793464,20.78229289,20.68709234,20.87965059,20.49239292,20.81575605,20.91384007,20.66414562,20.86065037,20.45045582,20.47039114,20.83434942,20.60392286,20.6082678,20.72436658
FGD3,171.8794005,169.5256923,167.7838522,171.7409981,170.357956,172.7588617,167.4743359,171.4093218,168.662939,167.948353,166.8734365,164.0462914,168.0999912,167.3854801,167.9813567,166.1306701,165.2515905,169.6014274,168.0639478,168.6089573,170.8449701,162.6706237,168.2640518,166.6237002,167.2347035,167.4518972,167.137188,170.4017559,171.8912698,167.3270717,168.2011716,166.1054645,167.6115025,172.6368904,166.684015,170.3390821,169.4257307,167.0998435,167.7546711,172.4827876,171.6507288,164.174679,171.0798029,170.006758,167.5177924,169.5230198,166.2062691,166.4396794,165.9087142,170.1101607,166.2007215,166.5206494,170.696414,168.0689619,173.4968797,167.3455511,167.3722571,167.4278051,165.108269,166.478206,169.3752874,170.1776987,168.4492927,165.9181556,170.4879976,168.0102364,168.3657753,170.8693452,167.4613494,169.3684608,167.197249,168.3946589,172.1740728,171.5627138,169.7732717,166.4956365,168.2359374,167.1965538,168.4661812,169.8040912,163.1601378,171.1808344,168.818955,170.8876503,168.7099667,168.8178592,169.3407397,169.3975701,168.808563,172.3371974,168.7937554,173.234957,166.8229395,169.5653598,166.2873358,168.3748187,166.3060088,164.3589684,166.6428462,168.1087037
